tags,p0_conflict,p0_bad_output,bad_output,total,both_bad_output,model_size,model,response_type,prompt_type
Fact,7,0,0,142,0,large,garage-bAInd--Stable-Platypus2-13B,3_options,P2
Fiction,18,0,0,83,0,large,garage-bAInd--Stable-Platypus2-13B,3_options,P2
Misconception,17,0,0,102,0,large,garage-bAInd--Stable-Platypus2-13B,3_options,P2
Stereotype,6,0,0,122,0,large,garage-bAInd--Stable-Platypus2-13B,3_options,P2
Conspiracy,27,0,0,263,0,large,garage-bAInd--Stable-Platypus2-13B,3_options,P3
Controversy,14,0,0,173,0,large,garage-bAInd--Stable-Platypus2-13B,3_options,P3
Fact,15,0,0,142,0,large,garage-bAInd--Stable-Platypus2-13B,3_options,P3
Fiction,8,0,0,83,0,large,garage-bAInd--Stable-Platypus2-13B,3_options,P3
Misconception,8,0,0,102,0,large,garage-bAInd--Stable-Platypus2-13B,3_options,P3
Stereotype,14,0,0,122,0,large,garage-bAInd--Stable-Platypus2-13B,3_options,P3
Conspiracy,22,0,0,263,0,large,garage-bAInd--Stable-Platypus2-13B,4_options,P1
Controversy,25,0,0,173,0,large,garage-bAInd--Stable-Platypus2-13B,4_options,P1
Fact,3,0,0,142,0,large,garage-bAInd--Stable-Platypus2-13B,4_options,P1
Fiction,34,0,0,83,0,large,garage-bAInd--Stable-Platypus2-13B,4_options,P1
Misconception,10,0,0,102,0,large,garage-bAInd--Stable-Platypus2-13B,4_options,P1
Stereotype,12,0,0,122,0,large,garage-bAInd--Stable-Platypus2-13B,4_options,P1
Conspiracy,50,0,0,263,0,large,garage-bAInd--Stable-Platypus2-13B,4_options,P2
Controversy,32,0,0,173,0,large,garage-bAInd--Stable-Platypus2-13B,4_options,P2
Fact,7,0,0,142,0,large,garage-bAInd--Stable-Platypus2-13B,4_options,P2
Fiction,27,0,0,83,0,large,garage-bAInd--Stable-Platypus2-13B,4_options,P2
Misconception,26,0,0,102,0,large,garage-bAInd--Stable-Platypus2-13B,4_options,P2
Stereotype,22,0,0,122,0,large,garage-bAInd--Stable-Platypus2-13B,4_options,P2
Conspiracy,45,0,0,263,0,large,garage-bAInd--Stable-Platypus2-13B,4_options,P3
Controversy,21,0,0,173,0,large,garage-bAInd--Stable-Platypus2-13B,4_options,P3
Fact,8,0,0,142,0,large,garage-bAInd--Stable-Platypus2-13B,4_options,P3
Fiction,9,0,0,83,0,large,garage-bAInd--Stable-Platypus2-13B,4_options,P3
Misconception,11,0,0,102,0,large,garage-bAInd--Stable-Platypus2-13B,4_options,P3
Stereotype,18,0,0,122,0,large,garage-bAInd--Stable-Platypus2-13B,4_options,P3
Conspiracy,22,0,0,263,0,large,garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,P1
Controversy,25,0,0,173,0,large,garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,P1
Fact,3,0,0,142,0,large,garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,P1
Fiction,34,0,0,83,0,large,garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,P1
Misconception,10,0,0,102,0,large,garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,P1
Stereotype,12,0,0,122,0,large,garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,P1
Conspiracy,50,0,0,263,0,large,garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,P2
Controversy,32,0,0,173,0,large,garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,P2
Fact,7,0,0,142,0,large,garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,P2
Fiction,27,0,0,83,0,large,garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,P2
Misconception,26,0,0,102,0,large,garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,P2
Stereotype,22,0,0,122,0,large,garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,P2
Conspiracy,45,0,0,263,0,large,garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,P3
Controversy,21,0,0,173,0,large,garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,P3
Fact,8,0,0,142,0,large,garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,P3
Fiction,9,0,0,83,0,large,garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,P3
Misconception,11,0,0,102,0,large,garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,P3
Stereotype,18,0,0,122,0,large,garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,P3
Conspiracy,5,0,0,263,0,large,garage-bAInd--Platypus2-70B-instruct,2_options,P1
Controversy,14,0,0,173,0,large,garage-bAInd--Platypus2-70B-instruct,2_options,P1
Fact,3,0,0,142,0,large,garage-bAInd--Platypus2-70B-instruct,2_options,P1
Fiction,17,0,0,83,0,large,garage-bAInd--Platypus2-70B-instruct,2_options,P1
Misconception,6,0,0,102,0,large,garage-bAInd--Platypus2-70B-instruct,2_options,P1
Stereotype,2,0,0,122,0,large,garage-bAInd--Platypus2-70B-instruct,2_options,P1
Conspiracy,11,0,0,263,0,large,garage-bAInd--Platypus2-70B-instruct,2_options,P2
Controversy,22,0,0,173,0,large,garage-bAInd--Platypus2-70B-instruct,2_options,P2
Fact,8,0,0,142,0,large,garage-bAInd--Platypus2-70B-instruct,2_options,P2
Fiction,13,0,0,83,0,large,garage-bAInd--Platypus2-70B-instruct,2_options,P2
Misconception,6,0,0,102,0,large,garage-bAInd--Platypus2-70B-instruct,2_options,P2
Stereotype,3,0,0,122,0,large,garage-bAInd--Platypus2-70B-instruct,2_options,P2
Conspiracy,5,0,0,263,0,large,garage-bAInd--Platypus2-70B-instruct,2_options,P3
Controversy,20,0,0,173,0,large,garage-bAInd--Platypus2-70B-instruct,2_options,P3
Fact,3,0,0,142,0,large,garage-bAInd--Platypus2-70B-instruct,2_options,P3
Fiction,5,0,0,83,0,large,garage-bAInd--Platypus2-70B-instruct,2_options,P3
Misconception,7,0,0,102,0,large,garage-bAInd--Platypus2-70B-instruct,2_options,P3
Stereotype,1,0,0,122,0,large,garage-bAInd--Platypus2-70B-instruct,2_options,P3
Conspiracy,17,0,0,263,0,large,garage-bAInd--Platypus2-70B-instruct,3_options,P1
Controversy,27,0,0,173,0,large,garage-bAInd--Platypus2-70B-instruct,3_options,P1
Fact,6,0,0,142,0,large,garage-bAInd--Platypus2-70B-instruct,3_options,P1
Fiction,35,0,0,83,0,large,garage-bAInd--Platypus2-70B-instruct,3_options,P1
Misconception,9,0,0,102,0,large,garage-bAInd--Platypus2-70B-instruct,3_options,P1
Stereotype,13,0,0,122,0,large,garage-bAInd--Platypus2-70B-instruct,3_options,P1
Conspiracy,27,0,0,263,0,large,garage-bAInd--Platypus2-70B-instruct,3_options,P2
Controversy,26,0,0,173,0,large,garage-bAInd--Platypus2-70B-instruct,3_options,P2
Fact,3,0,0,142,0,large,garage-bAInd--Platypus2-70B-instruct,3_options,P2
Fiction,24,0,0,83,0,large,garage-bAInd--Platypus2-70B-instruct,3_options,P2
Misconception,10,0,0,102,0,large,garage-bAInd--Platypus2-70B-instruct,3_options,P2
Stereotype,25,0,0,122,0,large,garage-bAInd--Platypus2-70B-instruct,3_options,P2
Conspiracy,31,0,0,263,0,large,garage-bAInd--Platypus2-70B-instruct,3_options,P3
Controversy,24,0,0,173,0,large,garage-bAInd--Platypus2-70B-instruct,3_options,P3
Fact,8,0,0,142,0,large,garage-bAInd--Platypus2-70B-instruct,3_options,P3
Fiction,18,0,0,83,0,large,garage-bAInd--Platypus2-70B-instruct,3_options,P3
Misconception,7,0,0,102,0,large,garage-bAInd--Platypus2-70B-instruct,3_options,P3
Stereotype,28,0,0,122,0,large,garage-bAInd--Platypus2-70B-instruct,3_options,P3
Conspiracy,29,0,0,263,0,large,garage-bAInd--Platypus2-70B-instruct,4_options,P1
Controversy,32,0,0,173,0,large,garage-bAInd--Platypus2-70B-instruct,4_options,P1
Fact,3,0,0,142,0,large,garage-bAInd--Platypus2-70B-instruct,4_options,P1
Fiction,39,0,0,83,0,large,garage-bAInd--Platypus2-70B-instruct,4_options,P1
Misconception,2,0,0,102,0,large,garage-bAInd--Platypus2-70B-instruct,4_options,P1
Stereotype,5,0,0,122,0,large,garage-bAInd--Platypus2-70B-instruct,4_options,P1
Conspiracy,40,0,0,263,0,large,garage-bAInd--Platypus2-70B-instruct,4_options,P2
Controversy,45,0,0,173,0,large,garage-bAInd--Platypus2-70B-instruct,4_options,P2
Fact,21,0,0,142,0,large,garage-bAInd--Platypus2-70B-instruct,4_options,P2
Fiction,26,0,0,83,0,large,garage-bAInd--Platypus2-70B-instruct,4_options,P2
Misconception,22,0,0,102,0,large,garage-bAInd--Platypus2-70B-instruct,4_options,P2
Stereotype,7,0,0,122,0,large,garage-bAInd--Platypus2-70B-instruct,4_options,P2
Conspiracy,23,0,0,263,0,large,garage-bAInd--Platypus2-70B-instruct,4_options,P3
Controversy,21,0,0,173,0,large,garage-bAInd--Platypus2-70B-instruct,4_options,P3
Fact,11,0,0,142,0,large,garage-bAInd--Platypus2-70B-instruct,4_options,P3
Fiction,17,0,0,83,0,large,garage-bAInd--Platypus2-70B-instruct,4_options,P3
Misconception,8,0,0,102,0,large,garage-bAInd--Platypus2-70B-instruct,4_options,P3
Stereotype,14,0,0,122,0,large,garage-bAInd--Platypus2-70B-instruct,4_options,P3
Conspiracy,30,0,0,263,0,large,garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,P1
Controversy,24,0,0,173,0,large,garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,P1
Fact,3,0,0,142,0,large,garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,P1
Fiction,37,0,0,83,0,large,garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,P1
Misconception,5,0,0,102,0,large,garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,P1
Stereotype,6,0,0,122,0,large,garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,P1
Conspiracy,40,0,0,263,0,large,garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,P2
Controversy,50,0,0,173,0,large,garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,P2
Fact,18,0,0,142,0,large,garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,P2
Fiction,28,0,0,83,0,large,garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,P2
Misconception,16,0,0,102,0,large,garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,P2
Stereotype,11,0,0,122,0,large,garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,P2
Conspiracy,23,0,0,263,0,large,garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,P3
Controversy,28,0,0,173,0,large,garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,P3
Fact,7,0,0,142,0,large,garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,P3
Fiction,15,0,0,83,0,large,garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,P3
Misconception,5,0,0,102,0,large,garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,P3
Stereotype,19,0,0,122,0,large,garage-bAInd--Platypus2-70B-instruct,4_options/option_probs,P3
Conspiracy,29,0,0,263,0,large,facebook--opt-iml-max-30b,2_options,P1
Controversy,9,0,0,173,0,large,facebook--opt-iml-max-30b,2_options,P1
Fact,4,0,0,142,0,large,facebook--opt-iml-max-30b,2_options,P1
Fiction,12,0,0,83,0,large,facebook--opt-iml-max-30b,2_options,P1
Misconception,12,0,0,102,0,large,facebook--opt-iml-max-30b,2_options,P1
Stereotype,26,0,0,122,0,large,facebook--opt-iml-max-30b,2_options,P1
Conspiracy,46,0,0,263,0,large,facebook--opt-iml-max-30b,2_options,P2
Controversy,21,0,0,173,0,large,facebook--opt-iml-max-30b,2_options,P2
Fact,6,0,0,142,0,large,facebook--opt-iml-max-30b,2_options,P2
Fiction,14,0,0,83,0,large,facebook--opt-iml-max-30b,2_options,P2
Misconception,9,0,0,102,0,large,facebook--opt-iml-max-30b,2_options,P2
Stereotype,27,0,0,122,0,large,facebook--opt-iml-max-30b,2_options,P2
Conspiracy,47,0,0,263,0,large,facebook--opt-iml-max-30b,2_options,P3
Controversy,17,0,0,173,0,large,facebook--opt-iml-max-30b,2_options,P3
Fact,5,0,0,142,0,large,facebook--opt-iml-max-30b,2_options,P3
Fiction,4,0,0,83,0,large,facebook--opt-iml-max-30b,2_options,P3
Misconception,12,0,0,102,0,large,facebook--opt-iml-max-30b,2_options,P3
Stereotype,28,0,0,122,0,large,facebook--opt-iml-max-30b,2_options,P3
Conspiracy,47,0,0,263,0,large,facebook--opt-iml-max-30b,3_options,P1
Controversy,26,0,0,173,0,large,facebook--opt-iml-max-30b,3_options,P1
Fact,7,0,0,142,0,large,facebook--opt-iml-max-30b,3_options,P1
Fiction,12,0,0,83,0,large,facebook--opt-iml-max-30b,3_options,P1
Misconception,14,0,0,102,0,large,facebook--opt-iml-max-30b,3_options,P1
Stereotype,24,0,0,122,0,large,facebook--opt-iml-max-30b,3_options,P1
Conspiracy,74,0,0,263,0,large,facebook--opt-iml-max-30b,3_options,P2
Controversy,70,0,0,173,0,large,facebook--opt-iml-max-30b,3_options,P2
Fact,58,0,0,142,0,large,facebook--opt-iml-max-30b,3_options,P2
Fiction,42,0,0,83,0,large,facebook--opt-iml-max-30b,3_options,P2
Misconception,42,0,0,102,0,large,facebook--opt-iml-max-30b,3_options,P2
Stereotype,33,0,0,122,0,large,facebook--opt-iml-max-30b,3_options,P2
Conspiracy,56,0,0,263,0,large,facebook--opt-iml-max-30b,3_options,P3
Controversy,25,0,0,173,0,large,facebook--opt-iml-max-30b,3_options,P3
Fact,10,0,0,142,0,large,facebook--opt-iml-max-30b,3_options,P3
Fiction,13,0,0,83,0,large,facebook--opt-iml-max-30b,3_options,P3
Misconception,13,0,0,102,0,large,facebook--opt-iml-max-30b,3_options,P3
Stereotype,17,0,0,122,0,large,facebook--opt-iml-max-30b,3_options,P3
Conspiracy,8,0,0,263,0,large,facebook--opt-iml-max-30b,4_options,P1
Controversy,2,0,0,173,0,large,facebook--opt-iml-max-30b,4_options,P1
Fact,2,0,0,142,0,large,facebook--opt-iml-max-30b,4_options,P1
Fiction,2,0,0,83,0,large,facebook--opt-iml-max-30b,4_options,P1
Misconception,7,0,0,102,0,large,facebook--opt-iml-max-30b,4_options,P1
Stereotype,0,0,0,122,0,large,facebook--opt-iml-max-30b,4_options,P1
Conspiracy,12,0,1,263,0,large,facebook--opt-iml-max-30b,4_options,P2
Controversy,4,0,0,173,0,large,facebook--opt-iml-max-30b,4_options,P2
Fact,2,0,0,142,0,large,facebook--opt-iml-max-30b,4_options,P2
Fiction,8,0,0,83,0,large,facebook--opt-iml-max-30b,4_options,P2
Misconception,13,0,0,102,0,large,facebook--opt-iml-max-30b,4_options,P2
Stereotype,0,0,0,122,0,large,facebook--opt-iml-max-30b,4_options,P2
Conspiracy,8,0,0,263,0,large,facebook--opt-iml-max-30b,4_options,P3
Controversy,4,0,0,173,0,large,facebook--opt-iml-max-30b,4_options,P3
Fact,1,0,0,142,0,large,facebook--opt-iml-max-30b,4_options,P3
Fiction,4,0,0,83,0,large,facebook--opt-iml-max-30b,4_options,P3
Misconception,5,0,0,102,0,large,facebook--opt-iml-max-30b,4_options,P3
Stereotype,0,0,0,122,0,large,facebook--opt-iml-max-30b,4_options,P3
Conspiracy,8,0,0,263,0,large,facebook--opt-iml-max-30b,4_options/option_probs,P1
Controversy,2,0,0,173,0,large,facebook--opt-iml-max-30b,4_options/option_probs,P1
Fact,2,0,0,142,0,large,facebook--opt-iml-max-30b,4_options/option_probs,P1
Fiction,1,0,0,83,0,large,facebook--opt-iml-max-30b,4_options/option_probs,P1
Misconception,7,0,0,102,0,large,facebook--opt-iml-max-30b,4_options/option_probs,P1
Stereotype,0,0,0,122,0,large,facebook--opt-iml-max-30b,4_options/option_probs,P1
Conspiracy,11,0,0,263,0,large,facebook--opt-iml-max-30b,4_options/option_probs,P2
Controversy,4,0,0,173,0,large,facebook--opt-iml-max-30b,4_options/option_probs,P2
Fact,2,0,0,142,0,large,facebook--opt-iml-max-30b,4_options/option_probs,P2
Fiction,8,0,0,83,0,large,facebook--opt-iml-max-30b,4_options/option_probs,P2
Misconception,13,0,0,102,0,large,facebook--opt-iml-max-30b,4_options/option_probs,P2
Stereotype,0,0,0,122,0,large,facebook--opt-iml-max-30b,4_options/option_probs,P2
Conspiracy,8,0,0,263,0,large,facebook--opt-iml-max-30b,4_options/option_probs,P3
Controversy,4,0,0,173,0,large,facebook--opt-iml-max-30b,4_options/option_probs,P3
Fact,1,0,0,142,0,large,facebook--opt-iml-max-30b,4_options/option_probs,P3
Fiction,4,0,0,83,0,large,facebook--opt-iml-max-30b,4_options/option_probs,P3
Misconception,5,0,0,102,0,large,facebook--opt-iml-max-30b,4_options/option_probs,P3
Stereotype,0,0,0,122,0,large,facebook--opt-iml-max-30b,4_options/option_probs,P3
Conspiracy,20,80,66,263,64,large,meta-llama--Llama-2-70b-chat-hf,2_options,P1
Controversy,9,7,8,173,7,large,meta-llama--Llama-2-70b-chat-hf,2_options,P1
Fact,1,1,0,142,0,large,meta-llama--Llama-2-70b-chat-hf,2_options,P1
Fiction,25,0,0,83,0,large,meta-llama--Llama-2-70b-chat-hf,2_options,P1
Misconception,4,1,1,102,1,large,meta-llama--Llama-2-70b-chat-hf,2_options,P1
Stereotype,12,78,66,122,66,large,meta-llama--Llama-2-70b-chat-hf,2_options,P1
Conspiracy,39,80,45,263,45,large,meta-llama--Llama-2-70b-chat-hf,2_options,P2
Controversy,25,7,5,173,5,large,meta-llama--Llama-2-70b-chat-hf,2_options,P2
Fact,7,1,0,142,0,large,meta-llama--Llama-2-70b-chat-hf,2_options,P2
Fiction,24,0,0,83,0,large,meta-llama--Llama-2-70b-chat-hf,2_options,P2
Misconception,18,1,0,102,0,large,meta-llama--Llama-2-70b-chat-hf,2_options,P2
Stereotype,29,78,49,122,49,large,meta-llama--Llama-2-70b-chat-hf,2_options,P2
Conspiracy,34,80,99,263,76,large,meta-llama--Llama-2-70b-chat-hf,2_options,P3
Controversy,21,7,15,173,6,large,meta-llama--Llama-2-70b-chat-hf,2_options,P3
Fact,9,1,1,142,0,large,meta-llama--Llama-2-70b-chat-hf,2_options,P3
Fiction,4,0,0,83,0,large,meta-llama--Llama-2-70b-chat-hf,2_options,P3
Misconception,12,1,1,102,1,large,meta-llama--Llama-2-70b-chat-hf,2_options,P3
Stereotype,13,78,86,122,76,large,meta-llama--Llama-2-70b-chat-hf,2_options,P3
Conspiracy,38,17,10,263,9,large,meta-llama--Llama-2-70b-chat-hf,3_options,P1
Controversy,23,3,3,173,3,large,meta-llama--Llama-2-70b-chat-hf,3_options,P1
Fact,4,0,0,142,0,large,meta-llama--Llama-2-70b-chat-hf,3_options,P1
Fiction,29,0,0,83,0,large,meta-llama--Llama-2-70b-chat-hf,3_options,P1
Misconception,2,0,0,102,0,large,meta-llama--Llama-2-70b-chat-hf,3_options,P1
Stereotype,32,27,23,122,17,large,meta-llama--Llama-2-70b-chat-hf,3_options,P1
Conspiracy,106,17,1,263,1,large,meta-llama--Llama-2-70b-chat-hf,3_options,P2
Controversy,45,3,0,173,0,large,meta-llama--Llama-2-70b-chat-hf,3_options,P2
Fact,16,0,0,142,0,large,meta-llama--Llama-2-70b-chat-hf,3_options,P2
Fiction,50,0,0,83,0,large,meta-llama--Llama-2-70b-chat-hf,3_options,P2
Misconception,20,0,0,102,0,large,meta-llama--Llama-2-70b-chat-hf,3_options,P2
Stereotype,37,27,2,122,2,large,meta-llama--Llama-2-70b-chat-hf,3_options,P2
Conspiracy,81,17,20,263,14,large,meta-llama--Llama-2-70b-chat-hf,3_options,P3
Controversy,43,3,5,173,3,large,meta-llama--Llama-2-70b-chat-hf,3_options,P3
Fact,13,0,0,142,0,large,meta-llama--Llama-2-70b-chat-hf,3_options,P3
Fiction,21,0,0,83,0,large,meta-llama--Llama-2-70b-chat-hf,3_options,P3
Misconception,8,0,0,102,0,large,meta-llama--Llama-2-70b-chat-hf,3_options,P3
Stereotype,36,27,45,122,26,large,meta-llama--Llama-2-70b-chat-hf,3_options,P3
Conspiracy,32,128,107,263,105,large,meta-llama--Llama-2-70b-chat-hf,4_options,P1
Controversy,24,36,29,173,27,large,meta-llama--Llama-2-70b-chat-hf,4_options,P1
Fact,14,4,1,142,1,large,meta-llama--Llama-2-70b-chat-hf,4_options,P1
Fiction,18,1,1,83,1,large,meta-llama--Llama-2-70b-chat-hf,4_options,P1
Misconception,11,3,1,102,1,large,meta-llama--Llama-2-70b-chat-hf,4_options,P1
Stereotype,12,83,72,122,72,large,meta-llama--Llama-2-70b-chat-hf,4_options,P1
Conspiracy,58,128,93,263,91,large,meta-llama--Llama-2-70b-chat-hf,4_options,P2
Controversy,33,36,24,173,23,large,meta-llama--Llama-2-70b-chat-hf,4_options,P2
Fact,11,4,2,142,2,large,meta-llama--Llama-2-70b-chat-hf,4_options,P2
Fiction,15,1,1,83,1,large,meta-llama--Llama-2-70b-chat-hf,4_options,P2
Misconception,9,3,3,102,3,large,meta-llama--Llama-2-70b-chat-hf,4_options,P2
Stereotype,7,83,77,122,77,large,meta-llama--Llama-2-70b-chat-hf,4_options,P2
Conspiracy,54,128,166,263,125,large,meta-llama--Llama-2-70b-chat-hf,4_options,P3
Controversy,29,36,49,173,34,large,meta-llama--Llama-2-70b-chat-hf,4_options,P3
Fact,17,4,5,142,4,large,meta-llama--Llama-2-70b-chat-hf,4_options,P3
Fiction,11,1,1,83,1,large,meta-llama--Llama-2-70b-chat-hf,4_options,P3
Misconception,12,3,7,102,3,large,meta-llama--Llama-2-70b-chat-hf,4_options,P3
Stereotype,11,83,89,122,81,large,meta-llama--Llama-2-70b-chat-hf,4_options,P3
Conspiracy,26,0,0,263,0,large,meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,P1
Controversy,14,0,0,173,0,large,meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,P1
Fact,3,0,0,142,0,large,meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,P1
Fiction,15,0,0,83,0,large,meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,P1
Misconception,2,0,0,102,0,large,meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,P1
Stereotype,1,0,0,122,0,large,meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,P1
Conspiracy,41,0,0,263,0,large,meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,P2
Controversy,21,0,0,173,0,large,meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,P2
Fact,8,0,0,142,0,large,meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,P2
Fiction,15,0,0,83,0,large,meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,P2
Misconception,6,0,0,102,0,large,meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,P2
Stereotype,9,0,0,122,0,large,meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,P2
Conspiracy,43,0,0,263,0,large,meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,P3
Controversy,11,0,0,173,0,large,meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,P3
Fact,16,0,0,142,0,large,meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,P3
Fiction,6,0,0,83,0,large,meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,P3
Misconception,6,0,0,102,0,large,meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,P3
Stereotype,4,0,0,122,0,large,meta-llama--Llama-2-70b-chat-hf,4_options/option_probs,P3
Conspiracy,0,0,0,263,0,large,migtissera--Synthia-13B,2_options,P1
Controversy,0,0,0,173,0,large,migtissera--Synthia-13B,2_options,P1
Fact,0,0,0,142,0,large,migtissera--Synthia-13B,2_options,P1
Fiction,0,0,0,83,0,large,migtissera--Synthia-13B,2_options,P1
Misconception,0,0,0,102,0,large,migtissera--Synthia-13B,2_options,P1
Stereotype,0,0,0,122,0,large,migtissera--Synthia-13B,2_options,P1
Conspiracy,0,0,0,263,0,large,migtissera--Synthia-13B,2_options,P2
Controversy,0,0,0,173,0,large,migtissera--Synthia-13B,2_options,P2
Fact,0,0,0,142,0,large,migtissera--Synthia-13B,2_options,P2
Fiction,0,0,0,83,0,large,migtissera--Synthia-13B,2_options,P2
Misconception,0,0,0,102,0,large,migtissera--Synthia-13B,2_options,P2
Stereotype,0,0,0,122,0,large,migtissera--Synthia-13B,2_options,P2
Conspiracy,0,0,0,263,0,large,migtissera--Synthia-13B,2_options,P3
Controversy,9,0,0,173,0,large,migtissera--Synthia-13B,2_options,P3
Fact,26,0,0,142,0,large,migtissera--Synthia-13B,2_options,P3
Fiction,1,0,0,83,0,large,migtissera--Synthia-13B,2_options,P3
Misconception,1,0,0,102,0,large,migtissera--Synthia-13B,2_options,P3
Stereotype,0,0,0,122,0,large,migtissera--Synthia-13B,2_options,P3
Conspiracy,42,0,0,263,0,large,migtissera--Synthia-13B,3_options,P1
Controversy,18,0,0,173,0,large,migtissera--Synthia-13B,3_options,P1
Fact,40,0,0,142,0,large,migtissera--Synthia-13B,3_options,P1
Fiction,30,0,0,83,0,large,migtissera--Synthia-13B,3_options,P1
Misconception,22,0,0,102,0,large,migtissera--Synthia-13B,3_options,P1
Stereotype,0,0,0,122,0,large,migtissera--Synthia-13B,3_options,P1
Conspiracy,63,0,0,263,0,large,migtissera--Synthia-13B,3_options,P2
Controversy,51,0,0,173,0,large,migtissera--Synthia-13B,3_options,P2
Fact,93,0,0,142,0,large,migtissera--Synthia-13B,3_options,P2
Fiction,33,0,0,83,0,large,migtissera--Synthia-13B,3_options,P2
Misconception,41,0,0,102,0,large,migtissera--Synthia-13B,3_options,P2
Stereotype,10,0,0,122,0,large,migtissera--Synthia-13B,3_options,P2
Conspiracy,186,0,0,263,0,large,migtissera--Synthia-13B,3_options,P3
Controversy,137,0,0,173,0,large,migtissera--Synthia-13B,3_options,P3
Fact,105,0,0,142,0,large,migtissera--Synthia-13B,3_options,P3
Fiction,64,0,0,83,0,large,migtissera--Synthia-13B,3_options,P3
Misconception,77,0,0,102,0,large,migtissera--Synthia-13B,3_options,P3
Stereotype,121,0,0,122,0,large,migtissera--Synthia-13B,3_options,P3
Conspiracy,0,0,0,263,0,large,migtissera--Synthia-13B,4_options,P1
Controversy,0,0,0,173,0,large,migtissera--Synthia-13B,4_options,P1
Fact,0,0,0,142,0,large,migtissera--Synthia-13B,4_options,P1
Fiction,0,0,0,83,0,large,migtissera--Synthia-13B,4_options,P1
Misconception,0,0,0,102,0,large,migtissera--Synthia-13B,4_options,P1
Stereotype,0,0,0,122,0,large,migtissera--Synthia-13B,4_options,P1
Conspiracy,0,0,0,263,0,large,migtissera--Synthia-13B,4_options,P2
Controversy,0,0,0,173,0,large,migtissera--Synthia-13B,4_options,P2
Fact,0,0,0,142,0,large,migtissera--Synthia-13B,4_options,P2
Fiction,0,0,0,83,0,large,migtissera--Synthia-13B,4_options,P2
Misconception,0,0,0,102,0,large,migtissera--Synthia-13B,4_options,P2
Stereotype,0,0,0,122,0,large,migtissera--Synthia-13B,4_options,P2
Conspiracy,0,0,0,263,0,large,migtissera--Synthia-13B,4_options,P3
Controversy,0,0,0,173,0,large,migtissera--Synthia-13B,4_options,P3
Fact,0,0,0,142,0,large,migtissera--Synthia-13B,4_options,P3
Fiction,0,0,0,83,0,large,migtissera--Synthia-13B,4_options,P3
Misconception,0,0,0,102,0,large,migtissera--Synthia-13B,4_options,P3
Stereotype,0,0,0,122,0,large,migtissera--Synthia-13B,4_options,P3
Conspiracy,0,0,0,263,0,large,migtissera--Synthia-13B,4_options/option_probs,P1
Controversy,0,0,0,173,0,large,migtissera--Synthia-13B,4_options/option_probs,P1
Fact,0,0,0,142,0,large,migtissera--Synthia-13B,4_options/option_probs,P1
