Conspiracy,Controversy,Fact,Fiction,Misconception,Stereotype,total_response,total_conflict,total_yes_no,other_response,bad_output,prompt_type,response_type,model,model_size
17.0,12.0,17.0,4.0,26.0,4.0,762,80,762,0,0,P1,2_options,text-davinci-003,openai
15.0,8.0,12.0,18.0,26.0,2.0,762,81,762,0,0,P2,2_options,text-davinci-003,openai
19.0,16.0,9.0,8.0,38.0,4.0,725,94,725,0,0,P3,2_options,text-davinci-003,openai
263.0,43.0,18.0,46.0,100.0,120.0,725,590,725,0,0,P4,2_options,text-davinci-003,openai
5.0,7.0,18.0,1.0,17.0,1.0,725,49,539,186,0,P0,3_options,text-davinci-003,openai
3.0,5.0,22.0,0.0,12.0,1.0,762,43,569,193,0,P1,3_options,text-davinci-003,openai
1.0,1.0,0.0,1.0,7.0,0.0,762,10,263,499,0,P2,3_options,text-davinci-003,openai
2.0,6.0,14.0,3.0,20.0,1.0,725,46,471,254,0,P3,3_options,text-davinci-003,openai
172.0,19.0,5.0,15.0,74.0,106.0,725,391,462,263,0,P4,3_options,text-davinci-003,openai
41.0,20.0,1.0,15.0,60.0,11.0,725,148,651,74,0,P0,4_options,text-davinci-003,openai
29.0,16.0,4.0,11.0,43.0,8.0,762,111,664,98,0,P1,4_options,text-davinci-003,openai
1.0,1.0,0.0,4.0,12.0,0.0,762,18,166,596,0,P2,4_options,text-davinci-003,openai
23.0,15.0,2.0,21.0,42.0,9.0,725,112,603,122,0,P3,4_options,text-davinci-003,openai
263.0,43.0,2.0,46.0,101.0,122.0,725,577,723,2,0,P4,4_options,text-davinci-003,openai
18.0,13.0,11.0,6.0,32.0,3.0,725,83,725,0,0,P0,2_options,gpt-3.5-turbo,openai
23.0,14.0,14.0,6.0,20.0,3.0,762,80,762,0,0,P1,2_options,gpt-3.5-turbo,openai
17.0,9.0,20.0,5.0,12.0,2.0,762,65,762,0,0,P2,2_options,gpt-3.5-turbo,openai
21.0,14.0,4.0,9.0,36.0,4.0,725,88,725,0,0,P3,2_options,gpt-3.5-turbo,openai
237.0,44.0,72.0,40.0,74.0,97.0,725,564,725,0,0,P4,2_options,gpt-3.5-turbo,openai
7.0,8.0,8.0,6.0,28.0,1.0,725,58,416,309,0,P0,3_options,gpt-3.5-turbo,openai
13.0,13.0,6.0,10.0,26.0,2.0,762,70,499,263,0,P1,3_options,gpt-3.5-turbo,openai
1.0,4.0,0.0,2.0,19.0,0.0,762,26,311,451,0,P2,3_options,gpt-3.5-turbo,openai
1.0,6.0,1.0,3.0,26.0,2.0,725,39,272,453,0,P3,3_options,gpt-3.5-turbo,openai
67.0,8.0,75.0,5.0,38.0,44.0,725,237,276,449,0,P4,3_options,gpt-3.5-turbo,openai
10.0,9.0,2.0,8.0,36.0,1.0,725,66,396,329,0,P0,4_options,gpt-3.5-turbo,openai
7.0,6.0,1.0,8.0,25.0,0.0,762,47,352,410,0,P1,4_options,gpt-3.5-turbo,openai
2.0,2.0,2.0,1.0,10.0,0.0,762,17,215,547,0,P2,4_options,gpt-3.5-turbo,openai
4.0,5.0,1.0,5.0,21.0,0.0,725,36,299,426,0,P3,4_options,gpt-3.5-turbo,openai
46.0,10.0,56.0,1.0,9.0,21.0,725,143,243,482,0,P4,4_options,gpt-3.5-turbo,openai
11.0,17.0,11.0,17.0,21.0,3.0,725,80,725,0,0,P0,2_options,gpt-4,openai
11.0,16.0,12.0,8.0,20.0,4.0,762,71,762,0,0,P1,2_options,gpt-4,openai
9.0,16.0,11.0,25.0,22.0,2.0,762,85,762,0,0,P2,2_options,gpt-4,openai
6.0,14.0,13.0,14.0,18.0,3.0,725,68,725,0,0,P3,2_options,gpt-4,openai
134.0,31.0,18.0,20.0,26.0,38.0,725,267,725,0,0,P4,2_options,gpt-4,openai
6.0,14.0,6.0,17.0,25.0,0.0,725,68,571,154,0,P0,3_options,gpt-4,openai
9.0,13.0,5.0,10.0,20.0,1.0,762,58,669,93,0,P1,3_options,gpt-4,openai
2.0,6.0,4.0,10.0,19.0,0.0,762,41,523,239,0,P2,3_options,gpt-4,openai
1.0,5.0,5.0,10.0,16.0,0.0,725,37,383,342,0,P3,3_options,gpt-4,openai
6.0,4.0,14.0,0.0,15.0,6.0,725,45,307,418,0,P4,3_options,gpt-4,openai
7.0,10.0,6.0,13.0,23.0,0.0,725,59,587,138,0,P0,4_options,gpt-4,openai
7.0,8.0,6.0,7.0,22.0,0.0,762,50,629,133,0,P1,4_options,gpt-4,openai
1.0,3.0,5.0,5.0,17.0,0.0,762,31,560,202,0,P2,4_options,gpt-4,openai
5.0,8.0,7.0,15.0,19.0,0.0,725,54,583,142,0,P3,4_options,gpt-4,openai
10.0,7.0,15.0,7.0,17.0,4.0,725,60,533,192,0,P4,4_options,gpt-4,openai
